	sequences per sample	iteration	ERR537662	ERR537694	ERR537741	ERR537646	ERR537765	ERR537762	ERR537709	ERR537641	ERR537746	ERR537693	ERR537665	ERR537748	ERR537723	ERR537707	ERR537700	ERR537648	ERR537724	ERR537650	ERR537773	ERR537718	ERR537674	ERR537682	ERR537757	ERR537750	ERR537685	ERR537774	ERR537657	ERR537659	ERR537711	ERR537735	ERR537759	ERR537732	ERR537716	ERR537725	ERR537649	ERR537701	ERR537706	ERR537722	ERR537749	ERR537664	ERR537747	ERR537692	ERR537640	ERR537708	ERR537763	ERR537764	ERR537740	ERR537663	ERR537717	ERR537733	ERR537758	ERR537734	ERR537710	ERR537658	ERR537656	ERR537775	ERR537672	ERR537751	ERR537684	ERR537683	ERR537756	ERR537675	ERR537719	ERR537651	ERR537714	ERR537678	ERR537730	ERR537737	ERR537713	ERR537655	ERR537776	ERR537671	ERR537752	ERR537687	ERR537739	ERR537680	ERR537755	ERR537676	ERR537771	ERR537652	ERR537639	ERR537726	ERR537698	ERR537769	ERR537702	ERR537705	ERR537721	ERR537669	ERR537667	ERR537744	ERR537691	ERR537643	ERR537760	ERR537767	ERR537644	ERR537696	ERR537743	ERR537728	ERR537660	ERR537638	ERR537653	ERR537770	ERR537677	ERR537681	ERR537754	ERR537738	ERR537753	ERR537686	ERR537670	ERR537777	ERR537654	ERR537712	ERR537688	ERR537736	ERR537731	ERR537679	ERR537715	ERR537661	ERR537729	ERR537697	ERR537742	ERR537766	ERR537761	ERR537642	ERR537745	ERR537690	ERR537666	ERR537668	ERR537720	ERR537704	ERR537703	ERR537768	ERR537699	ERR537727
alpha_rarefaction_2008_7.txt	2008	7	561.923076923	652.588235294	539.634146341	677.621621622	394.676470588	290.111111111	722.057692308	412.363636364	405.045454545	597.717391304	674.514705882	338.161290323	589.157894737	468.65	607.756756757	672.7	611.972972973	326.0	292.714285714	538.171428571	781.057692308	742.916666667	71.5	170.272727273	866.782608696	349.84	645.736842105	801.638297872	477.103448276	680.161290323	713.518518519	410.0	546.176470588	606.0	590.676470588	370.216216216	820.0625	476.09375	550.916666667	597.016949153	811.11627907	584.3125	580.433333333	852.517241379	785.018518519	476.0	563.27027027	816.113207547	448.0	164.5	574.666666667	466.033333333	577.0	628.153846154	406.222222222	370.7	591.083333333	372.041666667	659.444444444	647.717948718	84.5	918.441176471	571.538461538	431.75	679.53125	642.625	421.583333333	463.348837209	560.294117647	474.666666667	105.333333333	515.117647059	491.333333333	516.181818182	573.82	430.384615385	396.4	438.659574468	185.461538462	586.526315789	772.757575758	585.386363636	472.236842105	281.75	636.916666667	576.222222222	399.5625	792.875	652.024390244	749.941176471	644.785714286	916.875	522.0	526.634146341	527.689655172	610.344827586	666.444444444	392.714285714	576.882352941	764.2	448.807692308	194.352941176	838.784313725	704.108108108	484.323529412	549.027777778	400.794117647	517.394736842	408.526315789	65.4285714286	550.071428571	507.028571429	443.8	177.0	357.444444444	559.918367347	652.777777778	410.935483871	590.25	635.15625	737.642857143	562.857142857	662.333333333	449.5	653.06	548.736842105	670.9375	404.12	537.0	380.0	492.5	469.568181818	676.217391304	735.196721311
alpha_rarefaction_2008_8.txt	2008	8	460.222222222	432.875	568.71875	606.025641026	368.794117647	309.833333333	707.477272727	399.21875	366.583333333	546.395833333	642.181818182	346.375	510.487179487	666.193548387	547.552631579	582.363636364	502.849056604	296.5	265.533333333	551.451612903	870.553191489	807.02173913	120.428571429	212.230769231	1020.02702703	307.15	427.782608696	792.666666667	567.5	596.029411765	679.333333333	432.365853659	502.454545455	627.181818182	593.046511628	466.2	583.01754386	428.6	484.1	727.222222222	804.083333333	608.073170732	434.023255814	778.666666667	1067.15789474	644.035714286	486.676470588	867.307692308	330.837837838	152.235294118	439.384615385	364.45	711.0	633.071428571	530.1875	373.964285714	591.902439024	337.666666667	539.303030303	612.27027027	147.0	781.111111111	395.137931034	340.551724138	534.590909091	491.037735849	369.558139535	427.571428571	488.348837209	429.545454545	129.333333333	597.071428571	464.384615385	593.9	625.025	404.428571429	387.609756098	507.384615385	225.214285714	502.785714286	561.256410256	566.5	488.107142857	327.142857143	712.923076923	638.0	414.277777778	663.666666667	587.333333333	602.285714286	732.166666667	797.322033898	455.136363636	753.875	501.0	401.8	427.466666667	440.047619048	577.789473684	539.47826087	408.125	230.882352941	822.017857143	561.27027027	451.923076923	611.228571429	634.894736842	650.363636364	435.139534884	90.625	538.184210526	631.375	526.482142857	169.875	413.933333333	637.0	598.27027027	472.193548387	450.216216216	580.279069767	761.41025641	589.617647059	692.127659574	533.171428571	609.807692308	583.058823529	774.886363636	477.916666667	529.692307692	411.533333333	710.486486486	444.571428571	657.782608696	878.47826087
alpha_rarefaction_2008_9.txt	2008	9	552.736842105	468.977272727	586.682926829	548.0	441.724137931	419.0	825.567567568	447.486486486	599.454545455	783.933333333	715.357142857	373.833333333	552.441176471	613.857142857	708.785714286	567.617647059	604.294117647	430.615384615	246.285714286	800.652173913	839.352941176	755.170731707	115.0	212.0	725.109090909	300.055555556	567.083333333	798.777777778	568.551724138	764.545454545	624.862068966	512.833333333	492.527777778	571.027777778	554.217391304	487.64	675.277777778	389.117647059	512.896551724	748.208333333	826.4	745.085714286	590.6	763.717948718	772.0	603.0	450.840909091	818.705882353	454.64	253.0	501.317073171	535.730769231	671.222222222	557.12244898	485.692307692	448.214285714	537.319148936	316.12	431.571428571	745.129032258	300.0	736.392857143	406.870967742	433.565217391	785.25	569.157894737	469.333333333	435.027777778	602.757575758	419.565217391	134.2	577.32	521.11627907	557.0	651.176470588	400.285714286	407.516129032	618.0	193.076923077	441.0	748.162162162	730.5	601.724137931	228.75	867.2	537.137931034	417.75	668.333333333	564.018867925	463.069767442	809.357142857	806.018518519	503.609756098	501.526315789	522.0	471.837837838	505.826086957	381.954545455	423.029411765	518.738095238	336.454545455	228.5	654.52173913	559.238095238	511.176470588	494.617647059	440.575	524.076923077	425.651162791	68.0	516.75	569.058823529	580.083333333	212.461538462	323.344827586	638.527777778	643.136363636	365.277777778	510.607142857	735.848484848	711.130434783	504.384615385	777.527777778	493.775	758.0	514.6	604.661290323	483.9	638.794117647	451.4375	552.41025641	479.52173913	737.634146341	746.849056604
alpha_rarefaction_3007_0.txt	3007	0	760.181818182	535.727272727	565.204081633	863.279069767	458.763157895	392.848484848	882.181818182	438.108695652	474.333333333	687.766666667	847.142857143	415.418604651	600.55	686.553571429	805.267857143	609.0	726.133333333	469.260869565	286.071428571	579.555555556	838.0625	882.666666667	82.2727272727	205.105263158	865.467532468	315.625	679.895833333	817.55	583.857142857	819.256410256	864.623188406	554.5	791.666666667	682.837837838	655.97826087	548.188679245	837.175438596	521.170731707	563.153846154	868.169491525	886.444444444	650.93220339	691.9	734.327868852	1071.59090909	515.021276596	680.466666667	959.289473684	537.447368421	265.909090909	666.022727273	512.319148936	786.654545455	599.158730159	623.666666667	534.029411765	646.516666667	356.552631579	642.8	827.192307692	210.5	999.714285714	488.6	463.902439024	753.684210526	671.416666667	507.625	560.275	836.682926829	451.0	209.0	542.876712329	551.166666667	791.283018868	946.717391304	403.130434783	513.0	611.22	185.0	518.222222222	693.454545455	564.0	590.071428571	375.75	881.770833333	601.263888889	466.0	783.75862069	826.5	633.12	747.5	964.012820513	595.615384615	746.0	569.82	472.508196721	582.591836735	518.181818182	526.028571429	821.386363636	488.15	386.0	911.75862069	774.385964912	656.717948718	681.319148936	589.263157895	773.090909091	486.12244898	97.0	676.153846154	558.195652174	672.046153846	254.055555556	537.636363636	700.593220339	740.705882353	449.756756757	486.677966102	598.753623188	681.447368421	752.916666667	878.101694915	759.454545455	855.175438596	623.714285714	846.323943662	584.774193548	748.446808511	422.052631579	567.0	570.5	887.2	928.692307692
alpha_rarefaction_3007_1.txt	3007	1	713.25862069	538.232142857	591.553191489	687.118644068	466.6875	382.902439024	778.0	517.136363636	455.522727273	736.944444444	877.178082192	396.941176471	579.333333333	731.75	715.428571429	599.341463415	646.466666667	389.777777778	261.294117647	679.25	970.725806452	952.22	370.0	217.25	808.166666667	484.285714286	681.170212766	862.5	534.738095238	709.319148936	867.172413793	634.146341463	597.790697674	541.5	663.777777778	555.227272727	994.522727273	541.625	585.097560976	781.508474576	822.779661017	773.6	608.270833333	653.047619048	969.0	584.222222222	555.220338983	878.539473684	576.375	205.882352941	635.632653061	578.9	719.052631579	604.630769231	610.87804878	412.6	648.807692308	329.279069767	643.552631579	777.115384615	99.6	975.238095238	524.487179487	448.75	721.651162791	590.0	453.682926829	487.6	592.903846154	375.775	180.166666667	697.120689655	609.529411765	620.375	895.0	491.4	536.487179487	547.8125	198.65	562.129032258	774.596491228	694.660377358	758.236842105	330.96875	926.222222222	544.329411765	431.0	733.5	720.047619048	611.477272727	597.512195122	872.662650602	571.685185185	601.142857143	595.6	508.333333333	653.269230769	401.0	539.56097561	841.357142857	389.02173913	273.375	975.054054054	953.902439024	601.571428571	509.769230769	513.135135135	718.021276596	495.784313725	84.1428571429	850.894736842	642.0	589.625	171.565217391	443.103448276	864.666666667	651.333333333	460.357142857	633.394736842	635.0	699.588235294	596.294117647	804.524590164	610.333333333	913.172413793	667.818181818	773.85	596.088235294	591.042553191	441.575	584.113207547	671.023809524	765.1875	929.1
alpha_rarefaction_3007_2.txt	3007	2	673.068965517	598.395833333	629.7	586.059701493	397.317073171	424.738095238	712.220779221	529.317073171	485.775	784.375	990.0	421.588235294	599.382978723	587.1875	651.275862069	595.333333333	626.516666667	512.176470588	278.0	765.765957447	896.549295775	1010.44736842	155.5	180.285714286	1034.68181818	338.533333333	661.358490566	1148.66666667	676.125	935.0	1019.01818182	599.837209302	699.692307692	578.918367347	675.117647059	533.813953488	947.022222222	522.486486486	534.590909091	860.623188406	909.833333333	779.105263158	648.529411765	829.666666667	1174.0	724.871794872	526.75	923.666666667	465.4	195.714285714	555.272727273	597.285714286	698.5	703.430769231	582.6875	510.783783784	596.0	429.965517241	500.672413793	739.0	145.0	907.333333333	620.222222222	418.8	579.705882353	779.428571429	475.840909091	593.6	551.153846154	410.5625	117.0	652.368421053	564.068965517	709.967213115	833.175438596	448.75	672.8125	739.022727273	187.37037037	460.9	748.684210526	748.441860465	591.553191489	301.129032258	762.0	702.304347826	419.583333333	810.381818182	785.428571429	792.234042553	933.0	1114.796875	556.679245283	732.306122449	546.62	662.0	636.538461538	354.916666667	562.097560976	859.073170732	475.894736842	267.789473684	938.128205128	891.75	598.6	556.519230769	528.0	544.306122449	562.294117647	168.857142857	602.22	658.023255814	781.765957447	238.894736842	381.527777778	663.610169492	729.428571429	433.75	515.204081633	747.654545455	711.590909091	712.340909091	754.708333333	587.758064516	879.109090909	611.8	896.48	481.058823529	584.333333333	481.0	590.723684211	600.6	642.5	868.935897436
alpha_rarefaction_3007_3.txt	3007	3	775.396226415	567.779661017	570.7	800.898305085	402.56	490.047619048	893.779411765	486.428571429	480.341463415	689.967213115	885.131578947	378.0	591.528301887	699.608695652	829.75	561.611111111	644.238095238	417.956521739	250.0	539.385964912	1001.2295082	941.3	190.5	183.166666667	1119.14285714	377.076923077	636.678571429	914.625	706.5	685.078431373	1086.57142857	666.026315789	689.0	518.92	555.555555556	454.882352941	896.566037736	417.12244898	561.0	828.55	887.818181818	713.967741935	675.358490566	669.960784314	1089.51612903	763.558139535	619.770833333	1131.24615385	466.0	242.714285714	627.333333333	436.642857143	713.230769231	599.158730159	541.108695652	466.333333333	634.222222222	428.885714286	624.243902439	850.52173913	162.75	853.188405797	452.65	581.791666667	726.306122449	567.118644068	488.108695652	569.666666667	560.571428571	456.885714286	187.333333333	715.701754386	720.208333333	673.0	624.015384615	408.642857143	562.736842105	594.553571429	201.866666667	577.428571429	762.666666667	675.25	685.777777778	272.0	897.016666667	584.25	567.848484848	886.75	856.692307692	605.344262295	925.026315789	918.232876712	624.489795918	698.0	710.571428571	466.229508197	688.357142857	398.6	527.0	932.348837209	483.0	294.272727273	833.571428571	798.418604651	585.976744186	567.0	508.341463415	791.923076923	535.528301887	128.125	535.0	606.807692308	621.105263158	275.882352941	438.645833333	956.522727273	609.517241379	454.571428571	568.88372093	733.608695652	702.211267606	601.849056604	757.791044776	503.754098361	866.25862069	599.622222222	734.28	489.285714286	701.58490566	443.046511628	704.0	702.348837209	781.0	796.583333333
alpha_rarefaction_3007_4.txt	3007	4	797.372093023	527.017241379	506.32	820.109090909	436.25	480.037037037	946.137931034	515.717391304	411.038461538	791.381818182	809.986486486	445.666666667	508.109090909	634.333333333	706.018181818	689.139534884	664.434782609	467.545454545	272.142857143	645.163265306	1075.12068966	834.380952381	195.75	200.176470588	910.214285714	374.444444444	736.166666667	1059.5	596.027027027	700.217391304	851.967213115	572.0	635.651162791	614.352941176	666.769230769	514.571428571	832.638297872	541.171428571	511.62	736.558139535	838.758064516	757.909090909	558.5	747.392857143	1161.8125	491.85	664.695652174	829.194805195	484.071428571	280.714285714	533.788461538	551.018867925	622.513513514	764.5	605.097560976	524.756756757	605.5	456.035714286	637.076923077	769.222222222	158.142857143	1062.75409836	491.333333333	492.25	884.923076923	648.120689655	522.125	543.428571429	640.352941176	367.5	180.0	665.1	577.8	697.6	809.185185185	412.0	425.914893617	535.045454545	248.833333333	560.636363636	712.318181818	668.385964912	720.219512195	335.323529412	872.375	644.767857143	531.088235294	894.307692308	733.084745763	629.631578947	877.617647059	925.369863014	545.181818182	678.227272727	643.936170213	573.411764706	626.818181818	399.028571429	606.025	941.125	429.733333333	325.714285714	844.35443038	742.472727273	521.56	611.4	722.59375	710.734693878	692.6875	109.666666667	623.25	635.216216216	663.773584906	292.461538462	473.621621622	738.264150943	658.092307692	485.371428571	606.027027027	611.430769231	739.014084507	677.071428571	710.078947368	653.553191489	800.588235294	659.37254902	843.107142857	481.058823529	689.346938776	413.133333333	554.571428571	614.489795918	746.090909091	882.369863014
alpha_rarefaction_3007_5.txt	3007	5	652.255319149	507.147540984	646.942307692	846.813953488	377.595744681	478.64	935.048387097	565.275	462.446808511	756.0	818.220588235	427.902439024	633.958333333	603.693548387	725.56	599.042553191	698.065217391	556.05	335.5	652.538461538	850.038461538	837.018181818	138.428571429	272.615384615	1009.23076923	333.459459459	734.42	866.051724138	503.8	759.538461538	858.940298507	619.166666667	606.12244898	534.288135593	636.97826087	481.9	855.489795918	448.568181818	625.527777778	869.467741935	1164.15384615	775.842105263	596.368421053	805.115384615	1110.96491228	629.772727273	653.958333333	902.378378378	433.8	254.0	566.018181818	482.5	695.015384615	630.5	634.263157895	868.0	684.1	366.5	553.5	772.833333333	336.333333333	1058.4516129	472.625	536.717948718	818.87804878	666.310344828	496.023255814	528.487179487	572.170212766	363.552631579	78.875	666.838709677	717.076923077	765.567164179	758.685185185	473.06	710.322580645	600.769230769	266.625	526.275	696.808823529	685.857142857	665.340909091	335.103448276	907.56	612.272727273	438.02	817.166666667	762.549019608	677.625	728.245283019	1117.52459016	738.571428571	676.895833333	522.5	603.622222222	639.666666667	408.222222222	662.53125	636.85	512.775	211.0	954.430379747	651.411764706	531.108695652	900.444444444	614.941176471	610.166666667	675.394736842	81.5	609.25	702.902439024	619.55	214.84	368.692307692	840.32	775.666666667	537.7	507.565217391	664.055555556	788.5	609.0	775.158730159	682.42	955.20754717	659.717948718	700.6	391.0	658.737704918	496.875	645.5	643.52	840.638297872	904.375
alpha_rarefaction_3007_6.txt	3007	6	757.222222222	580.5	559.571428571	652.049180328	443.575	439.516129032	807.661290323	410.362068966	460.630434783	630.6	887.68	466.038461538	707.021276596	771.0	571.158730159	722.56097561	696.375	436.285714286	302.108108108	637.482142857	1026.30882353	792.424242424	242.2	279.333333333	1004.32307692	346.833333333	689.352941176	961.6	620.5	739.477272727	831.725806452	565.976744186	718.243243243	601.06	798.4	470.269230769	858.489795918	482.166666667	498.306122449	1079.56	784.119402985	751.333333333	546.5	887.960784314	947.015625	545.12244898	566.204081633	1007.43859649	457.947368421	204.666666667	572.692307692	585.428571429	755.714285714	594.681818182	660.527777778	642.5	636.767857143	405.5	615.022222222	883.447368421	149.25	1303.02272727	407.630434783	475.571428571	1026.05882353	739.471698113	471.488372093	445.873015873	662.0	401.813953488	102.25	718.967741935	580.615384615	683.158730159	796.113207547	450.0	559.947368421	588.038461538	248.071428571	518.394736842	847.333333333	736.472727273	611.458333333	318.730769231	890.944444444	539.0	377.549019608	728.25862069	810.019230769	720.428571429	788.384615385	943.623376623	562.375	692.153846154	583.109090909	623.352941176	671.023255814	445.0	523.277777778	822.775510204	412.75	269.333333333	873.511363636	884.024390244	523.288135593	543.596491228	464.256410256	725.0	566.175438596	86.1	626.352941176	589.5	623.0	210.055555556	472.333333333	733.208333333	627.238095238	505.135135135	469.365384615	713.5	623.4	588.222222222	740.442622951	749.170731707	878.169491525	745.622222222	749.296296296	497.8	697.058823529	507.323529412	618.175438596	679.448979592	839.015873016	908.720588235
alpha_rarefaction_3007_7.txt	3007	7	811.976744186	546.5	656.52	665.5625	415.02173913	401.0	805.654545455	499.781818182	491.243243243	747.181818182	734.88	452.162162162	560.49122807	610.5	675.684210526	643.025	696.0	343.037037037	338.291666667	546.741935484	1073.64285714	766.172413793	126.333333333	190.038461538	869.428571429	369.75	656.368421053	1106.85714286	484.85	799.65	897.092307692	701.8125	527.520833333	610.441860465	766.41025641	502.428571429	824.725806452	455.568181818	504.25862069	1183.63829787	963.125	764.418181818	567.0	814.1875	1056.13513514	672.459459459	557.142857143	1138.96491228	495.675675676	206.954545455	583.772727273	620.636363636	693.344262295	766.684210526	483.018181818	659.032258065	654.672413793	425.636363636	528.722222222	897.52	133.0	950.096774194	588.363636364	562.28125	841.025641026	641.254237288	480.6875	505.466666667	554.892857143	419.387096774	157.333333333	624.603448276	561.557692308	604.23880597	790.0	380.053571429	513.046511628	608.9	224.055555556	446.840909091	773.518518519	749.0	601.717948718	265.176470588	922.6875	669.120689655	481.682926829	745.625	687.911764706	693.139534884	860.371428571	1057.4057971	552.5	615.058823529	630.5	600.558139535	623.944444444	453.193548387	632.176470588	786.318181818	508.243243243	228.375	850.233333333	866.885714286	525.622222222	721.926829268	549.285714286	653.234042553	656.371428571	116.1	642.538461538	682.833333333	589.46875	241.153846154	441.0	896.222222222	640.418181818	458.894736842	621.15	712.42	747.015873016	644.466666667	868.107142857	774.236842105	860.053571429	615.565217391	758.394366197	625.434782609	620.050847458	468.5	648.958333333	570.936170213	724.181818182	933.764705882
alpha_rarefaction_3007_8.txt	3007	8	661.928571429	581.519230769	513.529411765	673.310344828	368.12244898	438.636363636	745.225806452	449.75	482.45	651.118644068	1028.80327869	496.903225806	494.701754386	688.1875	692.767857143	626.772727273	744.783783784	450.047619048	278.275862069	706.136363636	999.044776119	763.471698113	155.090909091	251.625	1040.421875	352.833333333	669.777777778	946.529411765	586.886363636	730.976744186	838.515151515	688.6	683.394736842	565.519230769	640.538461538	483.767857143	776.684210526	580.078947368	539.12195122	843.263157895	765.131147541	787.0	649.0	806.549019608	877.158536585	546.272727273	538.120689655	911.884057971	481.078947368	269.214285714	520.411764706	501.136363636	819.898305085	713.918367347	506.625	543.27027027	715.763157895	382.133333333	561.615384615	825.622222222	145.111111111	995.220338983	494.058823529	647.12	779.06	664.37254902	524.333333333	531.8125	613.529411765	394.341463415	147.0	774.142857143	663.666666667	604.46875	878.525	479.066666667	541.306122449	688.0	228.066666667	501.166666667	771.246153846	662.75	730.657894737	318.730769231	879.942307692	650.029850746	402.558139535	772.655737705	697.080645161	642.018518519	714.275	933.442857143	649.638297872	603.06	563.788461538	580.903846154	680.957446809	363.7	731.896551724	749.790697674	439.222222222	212.333333333	887.780487805	724.226415094	524.108695652	685.130434783	464.934782609	559.62	540.731707317	159.6	654.023809524	583.591836735	568.436619718	187.4375	446.529411765	801.0	659.762711864	470.025	542.446808511	757.06	662.045454545	650.282608696	761.838235294	709.341463415	929.514705882	759.068181818	761.044117647	550.0	638.678571429	433.529411765	596.109090909	595.06	686.405797101	975.04
alpha_rarefaction_3007_9.txt	3007	9	686.525	593.12244898	604.0	738.6	369.0	468.1	1006.5	553.782608696	401.25	734.3	792.552238806	382.675675676	611.471698113	684.695652174	879.3125	625.163265306	690.660377358	459.115384615	259.027777778	657.781818182	912.789473684	898.0	141.0	166.730769231	1005.87301587	289.538461538	651.714285714	927.358490566	565.222222222	678.428571429	922.392857143	569.784313725	593.558139535	583.12244898	713.529411765	443.226415094	766.020408163	565.133333333	577.7	900.05	953.6	807.779661017	627.285714286	769.396226415	931.430769231	606.914893617	554.654545455	898.369863014	515.775	288.571428571	562.631578947	640.6	736.967741935	708.872727273	603.857142857	551.0	688.62	382.333333333	568.456521739	796.571428571	171.857142857	1070.1641791	377.538461538	402.27027027	792.145833333	745.518518519	544.731707317	561.234042553	598.054545455	385.272727273	151.0	684.333333333	554.818181818	680.018518519	833.188679245	439.442307692	578.75	574.982758621	254.5	547.153846154	759.677966102	800.956521739	694.238095238	276.137931034	854.107142857	621.25	439.387096774	735.058823529	864.0	721.306122449	693.0	844.5	589.782608696	550.397058824	526.108695652	504.2	774.775	424.0	537.464285714	810.272727273	421.333333333	230.545454545	792.048780488	794.3	642.071428571	591.607142857	594.12	586.018181818	580.857142857	145.0	614.0	791.666666667	588.892307692	250.666666667	432.153846154	809.185185185	618.050847458	519.03125	554.568181818	640.590909091	655.739130435	702.065217391	686.774647887	682.0	1092.25	723.571428571	862.436619718	409.870967742	672.06	406.565217391	739.0	639.02	729.631578947	903.436619718
alpha_rarefaction_4006_0.txt	4006	0	718.017857143	656.0	608.693548387	695.705128205	448.178571429	454.47826087	981.743243243	472.227272727	582.857142857	693.774647887	836.631578947	464.5	667.015873016	767.5	702.192307692	708.145833333	740.157894737	407.34375	316.0	798.275862069	941.41	1101.6779661	151.545454545	232.384615385	1025.7826087	375.567567568	686.223880597	1172.66666667	777.731707317	724.28358209	791.258064516	688.319148936	689.185185185	622.06	710.967741935	747.571428571	1007.234375	512.0	588.052631579	750.71875	869.220779221	814.227272727	635.52173913	828.470588235	945.363636364	592.322033898	573.0	1017.4047619	439.02	235.545454545	643.516129032	560.381818182	764.558441558	723.813333333	668.529411765	575.0	770.921875	418.666666667	595.23880597	831.733333333	245.5	942.565217391	451.738095238	494.642857143	800.380952381	675.153846154	627.0625	652.0	749.784313725	504.902439024	179.428571429	773.130434783	679.610169492	751.542857143	863.3125	495.352941176	544.282608696	649.603448276	222.434782609	506.52173913	961.223880597	727.012987013	716.220338983	372.588235294	1169.8490566	728.131578947	508.769230769	835.406976744	826.108108108	873.489795918	872.042553191	1035.875	666.328947368	691.388888889	725.803571429	600.862068966	805.5	420.024390244	518.692307692	803.630769231	422.016393443	348.285714286	878.054545455	774.1875	683.529411765	665.610169492	750.285714286	716.238095238	535.447761194	134.0	723.701754386	782.02	620.611111111	260.142857143	443.117647059	788.8125	822.0	588.027777778	550.944444444	690.0	751.240963855	747.818181818	678.510869565	657.971014493	1084.98507463	743.916666667	780.142857143	447.529411765	822.442622951	494.915254237	614.48	714.842105263	759.166666667	931.583333333
alpha_rarefaction_4006_1.txt	4006	1	725.53125	575.3	533.08	776.540540541	450.42	452.727272727	995.898734177	511.881355932	465.875	693.28	873.96039604	432.926829268	530.068493151	732.642857143	583.0	694.684210526	681.344262295	433.037037037	323.459459459	632.013513514	964.638888889	1009.22058824	143.875	285.0625	1046.87951807	435.588235294	725.220338983	1010.57142857	534.815384615	793.113207547	952.0	655.132075472	651.788461538	664.444444444	798.948275862	551.380952381	932.029850746	526.125	542.06122449	901.61627907	919.48	843.6875	637.442857143	675.118421053	1122.62365591	548.90625	600.108108108	1159.03896104	525.75	236.473684211	650.465753425	711.071428571	856.526315789	860.018518519	645.098360656	488.722222222	816.362068966	386.023809524	619.344262295	838.058823529	159.625	1003.89534884	483.185185185	472.063829787	786.776119403	647.759036145	478.781818182	687.765957447	739.514285714	485.127659574	85.0714285714	717.263888889	634.378787879	748.514285714	825.625	490.263157895	591.346938776	704.086956522	241.333333333	512.549019608	715.363636364	615.3875	622.672413793	311.243902439	931.048387097	640.060240964	487.066666667	916.344262295	728.346153846	894.733333333	836.65	998.0	611.014285714	603.618421053	628.345679012	588.448275862	767.11627907	460.139534884	589.56	774.892307692	361.157894737	334.434782609	909.677966102	890.0	632.770833333	818.294117647	662.552631579	1016.63414634	527.842105263	114.583333333	675.1	765.766666667	701.544117647	268.730769231	658.6	821.942857143	733.205479452	571.976744186	627.813953488	705.5	809.555555556	654.862068966	776.93258427	687.416666667	947.225	599.338235294	920.75	565.6875	712.766666667	420.107142857	691.545454545	675.637931034	903.220779221	999.341463415
alpha_rarefaction_4006_2.txt	4006	2	796.620689655	628.158730159	725.666666667	880.75	411.092307692	431.27027027	770.220930233	485.047619048	540.12244898	757.171875	884.724137931	460.666666667	695.491803279	721.014925373	760.142857143	740.125	779.508474576	515.037037037	313.774193548	667.254237288	1009.59375	911.3875	107.333333333	224.076923077	1022.48863636	400.153846154	717.542857143	1010.8630137	563.692307692	867.49122807	974.512820513	733.06	687.892857143	608.045454545	634.050847458	629.769230769	878.68	482.216666667	585.555555556	943.045977011	896.776315789	772.963414634	656.388888889	844.8	1024.8877551	592.016666667	625.0	998.6	602.090909091	277.5	626.163934426	578.018181818	806.638554217	785.28358209	608.25	705.0625	758.767857143	443.024390244	629.55	871.940298507	159.1	1130.12987013	501.166666667	476.306122449	891.654545455	705.121621622	479.516666667	608.225806452	862.133333333	431.166666667	115.583333333	696.927710843	650.5	737.590909091	844.761904762	476.85	584.113207547	674.596774194	250.0	583.318181818	828.880597015	732.373333333	795.192307692	344.885714286	976.660377358	641.289156627	487.517241379	901.181818182	900.28125	856.055555556	792.0	1071.31868132	580.904761905	715.017857143	660.8	653.5	653.838235294	515.486486486	646.466666667	1003.5625	563.936170213	244.12	871.642201835	668.12345679	658.942307692	678.388888889	691.75	655.049180328	660.157894737	140.230769231	715.038461538	723.529411765	625.4375	188.0	501.717391304	910.411764706	738.6	563.333333333	593.549019608	704.708333333	744.123595506	776.428571429	724.318681319	611.967741935	993.714285714	717.0625	784.550458716	559.418604651	877.509090909	444.914893617	635.291666667	723.352941176	784.988372093	1151.13333333
alpha_rarefaction_4006_3.txt	4006	3	796.018518519	633.776119403	567.563380282	774.353846154	500.0	430.651162791	829.459183673	460.14084507	536.47826087	758.296296296	851.542056075	430.448979592	636.516666667	760.158730159	738.671641791	726.157894737	871.065217391	433.5	311.9	708.593220339	996.488636364	1239.52	256.166666667	206.037037037	1020.90909091	434.65	663.013888889	1036.29577465	747.471698113	819.692307692	884.5	658.622641509	688.542372881	673.181818182	752.051724138	661.886792453	917.017241379	540.615384615	608.037735849	891.304878049	830.896551724	992.887096774	637.416666667	747.875	1186.75862069	613.967741935	580.888888889	982.233333333	537.0	188.142857143	656.275862069	700.918367347	919.779411765	756.701149425	651.65625	526.147540984	679.333333333	385.181818182	697.625	920.098360656	215.6	1132.72093023	530.956521739	450.788461538	843.175438596	655.013888889	519.352941176	686.133333333	669.739130435	448.936170213	142.1	583.428571429	730.685185185	671.538461538	784.581081081	447.0	558.9375	733.967741935	320.235294118	545.957446809	854.5	666.013888889	648.872340426	340.222222222	959.108108108	666.209302326	482.357142857	906.04	771.895348837	707.444444444	938.555555556	995.628571429	683.85	655.791044776	573.985915493	540.0	892.352941176	416.5	552.903846154	854.015873016	541.0	256.275862069	895.873873874	842.403846154	692.857142857	671.068965517	773.529411765	782.117647059	617.238095238	118.090909091	703.375	775.428571429	596.463917526	211.181818182	557.552631579	794.578125	677.430379747	523.557692308	542.684210526	752.445783133	862.0	772.392857143	712.0	829.717391304	958.794520548	728.701754386	816.639175258	489.333333333	674.966666667	476.222222222	640.138888889	820.5	872.75	1150.1097561
